Annee,country,Eight Regions,Four Regions,Geo,Members Oecd G77,Six Regions,UN member since,World bank income group 2017,World bank region,CO2 par habitant,Latitude,Longitude
1961,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.25,5.0,-59.0
1962,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.12,5.0,-59.0
1963,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,0.99,5.0,-59.0
1964,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.02,5.0,-59.0
1965,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.65,5.0,-59.0
1966,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.78,5.0,-59.0
1967,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.96,5.0,-59.0
1968,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.94,5.0,-59.0
1969,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.97,5.0,-59.0
1970,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.24,5.0,-59.0
1971,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.1,5.0,-59.0
1972,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.16,5.0,-59.0
1973,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.47,5.0,-59.0
1974,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.11,5.0,-59.0
1975,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.45,5.0,-59.0
1976,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.32,5.0,-59.0
1977,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.49,5.0,-59.0
1978,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.67,5.0,-59.0
1979,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.96,5.0,-59.0
1980,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.29,5.0,-59.0
1981,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.3,5.0,-59.0
1982,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.8,5.0,-59.0
1983,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.6,5.0,-59.0
1984,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.81,5.0,-59.0
1985,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.84,5.0,-59.0
1986,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.37,5.0,-59.0
1987,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.73,5.0,-59.0
1988,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.87,5.0,-59.0
1989,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.59,5.0,-59.0
1990,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.52,5.0,-59.0
1991,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.5,5.0,-59.0
1992,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.4,5.0,-59.0
1993,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.39,5.0,-59.0
1994,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.83,5.0,-59.0
1995,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.92,5.0,-59.0
1996,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.99,5.0,-59.0
1997,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.09,5.0,-59.0
1998,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.19,5.0,-59.0
1999,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.22,5.0,-59.0
2000,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.14,5.0,-59.0
2001,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.12,5.0,-59.0
2002,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.1,5.0,-59.0
2003,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.08,5.0,-59.0
2004,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.17,5.0,-59.0
2005,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.91,5.0,-59.0
2006,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,1.72,5.0,-59.0
2007,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.09,5.0,-59.0
2008,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.09,5.0,-59.0
2009,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.1,5.0,-59.0
2010,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.3,5.0,-59.0
2011,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.38,5.0,-59.0
2012,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.65,5.0,-59.0
2013,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.55,5.0,-59.0
2014,Guyana,america_south,americas,guy,g77,america,20/09/1966,Upper middle income,Latin America & Caribbean,2.63,5.0,-59.0
1960,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.074,19.0,-72.41667
1961,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0753,19.0,-72.41667
1962,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0757,19.0,-72.41667
1963,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0608,19.0,-72.41667
1964,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0718,19.0,-72.41667
1965,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0713,19.0,-72.41667
1966,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0698,19.0,-72.41667
1967,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0586,19.0,-72.41667
1968,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0582,19.0,-72.41667
1969,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0682,19.0,-72.41667
1970,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0818,19.0,-72.41667
1971,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0842,19.0,-72.41667
1972,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0805,19.0,-72.41667
1973,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.085,19.0,-72.41667
1974,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0937,19.0,-72.41667
1975,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0942,19.0,-72.41667
1976,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.129,19.0,-72.41667
1977,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.133,19.0,-72.41667
1978,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.139,19.0,-72.41667
1979,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.136,19.0,-72.41667
1980,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.132,19.0,-72.41667
1981,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.132,19.0,-72.41667
1982,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.139,19.0,-72.41667
1983,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.147,19.0,-72.41667
1984,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.146,19.0,-72.41667
1985,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.148,19.0,-72.41667
1986,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.129,19.0,-72.41667
1987,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.137,19.0,-72.41667
1988,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.15,19.0,-72.41667
1989,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.149,19.0,-72.41667
1990,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.14,19.0,-72.41667
1991,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.138,19.0,-72.41667
1992,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.123,19.0,-72.41667
1993,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0881,19.0,-72.41667
1994,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.0392,19.0,-72.41667
1995,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.115,19.0,-72.41667
1996,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.13,19.0,-72.41667
1997,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.169,19.0,-72.41667
1998,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.149,19.0,-72.41667
1999,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.158,19.0,-72.41667
2000,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.16,19.0,-72.41667
2001,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.181,19.0,-72.41667
2002,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.207,19.0,-72.41667
2003,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.193,19.0,-72.41667
2004,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.218,19.0,-72.41667
2005,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.224,19.0,-72.41667
2006,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.224,19.0,-72.41667
2007,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.25,19.0,-72.41667
2008,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.247,19.0,-72.41667
2009,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.23,19.0,-72.41667
2010,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.213,19.0,-72.41667
2011,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.219,19.0,-72.41667
2012,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.225,19.0,-72.41667
2013,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.231,19.0,-72.41667
2014,Haiti,america_north,americas,hti,g77,america,24/10/1945,Low income,Latin America & Caribbean,0.271,19.0,-72.41667
1960,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.302,15.0,-86.5
1961,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.352,15.0,-86.5
1962,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.325,15.0,-86.5
1963,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.321,15.0,-86.5
1964,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.317,15.0,-86.5
1965,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.32,15.0,-86.5
1966,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.334,15.0,-86.5
1967,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.352,15.0,-86.5
1968,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.478,15.0,-86.5
1969,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.446,15.0,-86.5
1970,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.512,15.0,-86.5
1971,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.476,15.0,-86.5
1972,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.533,15.0,-86.5
1973,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.509,15.0,-86.5
1974,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.509,15.0,-86.5
1975,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.529,15.0,-86.5
1976,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.547,15.0,-86.5
1977,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.597,15.0,-86.5
1978,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.593,15.0,-86.5
1979,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.542,15.0,-86.5
1980,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.559,15.0,-86.5
1981,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.48,15.0,-86.5
1982,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.451,15.0,-86.5
1983,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.497,15.0,-86.5
1984,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.478,15.0,-86.5
1985,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.445,15.0,-86.5
1986,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.419,15.0,-86.5
1987,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.479,15.0,-86.5
1988,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.536,15.0,-86.5
1989,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.567,15.0,-86.5
1990,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.523,15.0,-86.5
1991,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.529,15.0,-86.5
1992,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.586,15.0,-86.5
1993,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.528,15.0,-86.5
1994,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.601,15.0,-86.5
1995,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.68,15.0,-86.5
1996,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.675,15.0,-86.5
1997,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.69,15.0,-86.5
1998,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.751,15.0,-86.5
1999,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.746,15.0,-86.5
2000,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.771,15.0,-86.5
2001,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.854,15.0,-86.5
2002,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.887,15.0,-86.5
2003,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.962,15.0,-86.5
2004,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,1.02,15.0,-86.5
2005,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,1.02,15.0,-86.5
2006,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.929,15.0,-86.5
2007,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,1.14,15.0,-86.5
2008,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,1.1,15.0,-86.5
2009,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.98,15.0,-86.5
2010,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,0.973,15.0,-86.5
2011,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,1.07,15.0,-86.5
2012,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,1.06,15.0,-86.5
2013,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,1.05,15.0,-86.5
2014,Honduras,america_north,americas,hnd,g77,america,17/12/1945,Lower middle income,Latin America & Caribbean,1.08,15.0,-86.5
1960,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,4.54,47.0,20.0
1961,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,4.88,47.0,20.0
1962,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.03,47.0,20.0
1963,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.58,47.0,20.0
1964,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,6.17,47.0,20.0
1965,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,6.04,47.0,20.0
1966,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,6.07,47.0,20.0
1967,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.76,47.0,20.0
1968,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.96,47.0,20.0
1969,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,6.06,47.0,20.0
1970,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,6.77,47.0,20.0
1971,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,6.68,47.0,20.0
1972,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,6.68,47.0,20.0
1973,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,7.0,47.0,20.0
1974,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,7.07,47.0,20.0
1975,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,7.15,47.0,20.0
1976,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,7.55,47.0,20.0
1977,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,7.81,47.0,20.0
1978,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,8.25,47.0,20.0
1979,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,8.06,47.0,20.0
1980,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,8.11,47.0,20.0
1981,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,8.09,47.0,20.0
1982,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,8.11,47.0,20.0
1983,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,8.34,47.0,20.0
1984,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,8.52,47.0,20.0
1985,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,8.09,47.0,20.0
1986,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,7.86,47.0,20.0
1987,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,7.96,47.0,20.0
1988,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,7.39,47.0,20.0
1989,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,7.26,47.0,20.0
1990,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,6.71,47.0,20.0
1991,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,6.42,47.0,20.0
1992,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.82,47.0,20.0
1993,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.98,47.0,20.0
1994,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.69,47.0,20.0
1995,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.84,47.0,20.0
1996,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,6.02,47.0,20.0
1997,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.92,47.0,20.0
1998,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.76,47.0,20.0
1999,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.74,47.0,20.0
2000,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.47,47.0,20.0
2001,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.59,47.0,20.0
2002,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.52,47.0,20.0
2003,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.83,47.0,20.0
2004,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.68,47.0,20.0
2005,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.75,47.0,20.0
2006,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.7,47.0,20.0
2007,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.57,47.0,20.0
2008,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.46,47.0,20.0
2009,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,4.84,47.0,20.0
2010,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,5.02,47.0,20.0
2011,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,4.8,47.0,20.0
2012,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,4.49,47.0,20.0
2013,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,4.26,47.0,20.0
2014,Hungary,europe_east,europe,hun,oecd,europe_central_asia,14/12/1955,High income,Europe & Central Asia,4.27,47.0,20.0
1960,Iceland,europe_west,europe,isl,oecd,europe_central_asia,19/11/1946,High income,Europe & Central Asia,6.91,65.0,-18.0
1961,Iceland,europe_west,europe,isl,oecd,europe_central_asia,19/11/1946,High income,Europe & Central Asia,6.1,65.0,-18.0
1962,Iceland,europe_west,europe,isl,oecd,europe_central_asia,19/11/1946,High income,Europe & Central Asia,6.57,65.0,-18.0
1963,Iceland,europe_west,europe,isl,oecd,europe_central_asia,19/11/1946,High income,Europe & Central Asia,7.03,65.0,-18.0
1964,Iceland,europe_west,europe,isl,oecd,europe_central_asia,19/11/1946,High income,Europe & Central Asia,6.93,65.0,-18.0
1965,Iceland,europe_west,europe,isl,oecd,europe_central_asia,19/11/1946,High income,Europe & Central Asia,7.27,65.0,-18.0
1966,Iceland,europe_west,europe,isl,oecd,europe_central_asia,19/11/1946,High income,Europe & Central Asia,7.65,65.0,-18.0
